# 192.970000 26.264000
# bytecnt, realBegin, caluPerBegin, realEnd, caluPerEnd
    167500,     72028,     72189,    167256,    167027
    167489,     72022,     72192,    167245,    167030
    167503,     72027,     72217,    167259,    167055
    167521,     72048,     72221,    167276,    167059
    167483,     72009,     72165,    167238,    167003
    167475,     71998,     72195,    167230,    167033
    167509,     72046,     72237,    167264,    167075
    167451,     71987,     72145,    167207,    166983
    167479,     72010,     72231,    167235,    167069
    167494,     72031,     72218,    167250,    167056
    167466,     72003,     72175,    167222,    167013
    167497,     72032,     72234,    167253,    167072
    167457,     71990,     72163,    167212,    167001
    167491,     72027,     72237,    167246,    167075
    167436,     71966,     72148,    167192,    166986
    167457,     71994,     72224,    167212,    167062
    167488,     72026,     72234,    167243,    167072
    167447,     71985,     72162,    167202,    167000
    167481,     72021,     72237,    167237,    167075
    167491,     72027,     72213,    167246,    167051
    167491,     72025,     72203,    167246,    167041
    167505,     72043,     72217,    167260,    167055
    167494,     72037,     72192,    167250,    167030
    167480,     72011,     72189,    167236,    167027
    167499,     72032,     72222,    167255,    167060
    167492,     72023,     72196,    167248,    167034
    167520,     72050,     72231,    167276,    167069
    167463,     71993,     72146,    167219,    166984
    167471,     71999,     72211,    167227,    167049
    167475,     72008,     72207,    167231,    167045
    167509,     72031,     72237,    167265,    167075
    167556,     72087,     72250,    167312,    167088
    167508,     72033,     72155,    167264,    166993
    167486,     72014,     72181,    167242,    167019
    167478,     72005,     72195,    167234,    167033
    167445,     71978,     72170,    167201,    167008
    167467,     71999,     72225,    167223,    167063
    167472,     72010,     72208,    167227,    167046
    167493,     72027,     72224,    167249,    167062
    167483,     72023,     72193,    167239,    167031
    167470,     72009,     72190,    167225,    167028
    167483,     72012,     72216,    167238,    167054
    167450,     71985,     72170,    167206,    167008
    167455,     71994,     72208,    167211,    167046
    167463,     72000,     72211,    167219,    167049
    167476,     72008,     72216,    167232,    167054
    167483,     72016,     72210,    167239,    167048
    167511,     72050,     72231,    167267,    167069
    167516,     72050,     72208,    167271,    167046
    167511,     72045,     72198,    167267,    167036
    167473,     72005,     72165,    167229,    167003
    167479,     72013,     72209,    167235,    167047
    167499,     72027,     72223,    167254,    167061
    167501,     72036,     72205,    167257,    167043
    167491,     72026,     72193,    167247,    167031
    167455,     71990,     72167,    167210,    167005
    167482,     72019,     72230,    167238,    167068
    167482,     72015,     72203,    167238,    167041
    167467,     71998,     72188,    167222,    167026
    167516,     72045,     72252,    167271,    167090
    167475,     72001,     72162,    167230,    167000
    167498,     72024,     72226,    167253,    167064
    167472,     72001,     72177,    167227,    167015
    167483,     72017,     72214,    167239,    167052
    167544,     72077,     72264,    167300,    167102
    167497,     72026,     72156,    167253,    166994
    167538,     72067,     72244,    167293,    167082
    167468,     72002,     72133,    167224,    166971
    167515,     72045,     72250,    167270,    167088
    167468,     72003,     72156,    167224,    166994
    167492,     72020,     72227,    167248,    167065
    167497,     72034,     72208,    167253,    167046
    167506,     72036,     72212,    167262,    167050
    167477,     72014,     72174,    167233,    167012
    167470,     72001,     72196,    167226,    167034
    167542,     72071,     72275,    167297,    167113
    167505,     72036,     72166,    167260,    167004
    167476,     72008,     72174,    167231,    167012
    167492,     72021,     72219,    167247,    167057
    167500,     72034,     72211,    167256,    167049
    167470,     72002,     72173,    167225,    167011
    167490,     72026,     72223,    167246,    167061
    167475,     72009,     72188,    167231,    167026
    167494,     72027,     72222,    167249,    167060
    167541,     72074,     72250,    167296,    167088
    167558,     72092,     72220,    167314,    167058
    167530,     72056,     72175,    167285,    167013
    167517,     72045,     72190,    167273,    167028
    167517,     72051,     72203,    167273,    167041
    167554,     72080,     72240,    167309,    167078
    167509,     72038,     72158,    167264,    166996
    167526,     72059,     72220,    167281,    167058
    167526,     72052,     72203,    167282,    167041
    167529,     72051,     72206,    167285,    167044
    167528,     72054,     72202,    167283,    167040
    167529,     72053,     72204,    167284,    167042
    167519,     72053,     72193,    167274,    167031
    167501,     72032,     72185,    167257,    167023
    167524,     72056,     72226,    167279,    167064
    167523,     72052,     72202,    167278,    167040
    167543,     72074,     72223,    167299,    167061
    167510,     72044,     72170,    167265,    167008
    167543,     72074,     72236,    167299,    167074
    167543,     72073,     72203,    167299,    167041
    167545,     72068,     72205,    167300,    167043
    167528,     72050,     72186,    167284,    167024
    167524,     72063,     72199,    167280,    167037
    167492,     72020,     72171,    167248,    167009
    167533,     72067,     72244,    167289,    167082
    167525,     72054,     72195,    167280,    167033
    167468,     71999,     72146,    167224,    166984
    167488,     72023,     72223,    167244,    167061
    167532,     72068,     72247,    167288,    167085
    167492,     72027,     72163,    167248,    167001
    167484,     72019,     72195,    167239,    167033
    167518,     72058,     72237,    167273,    167075
    167479,     72016,     72164,    167235,    167002
    167495,     72018,     72219,    167251,    167057
    167515,     72046,     72223,    167271,    167061
    167482,     72020,     72170,    167237,    167008
    167497,     72031,     72218,    167253,    167056
    167505,     72032,     72211,    167261,    167049
