#detBytecnt, detRealBegin, detRealEnd, detCaluBegin, detCaluEnd
        29,        23,        29,        12,        29
       -12,        -5,       -13,        -5,       -12
        26,        20,        27,        11,        26
         8,        11,         8,         3,         8
         3,         1,         2,         2,         3
         2,         3,         3,         0,         2
       -16,       -20,       -16,        -6,       -16
        21,        23,        21,         9,        21
       -34,       -35,       -35,       -15,       -34
        -8,        -2,        -7,        -3,        -8
        64,        61,        64,        27,        64
        -3,        -1,        -3,        -1,        -3
       -34,       -38,       -35,       -15,       -34
        10,        16,        11,         4,        10
         0,        -8,        -1,         0,         0
       -13,       -22,       -13,        -5,       -13
        18,        22,        18,         8,        18
       -34,       -33,       -34,       -15,       -34
         3,         6,         4,         1,         3
        12,        14,        11,         6,        12
       -39,       -37,       -39,       -17,       -39
        14,        13,        15,         6,        14
       -30,       -30,       -30,       -13,       -30
        51,        51,        51,        22,        51
       -25,       -21,       -26,       -11,       -25
         9,        10,        10,         4,         9
        45,        43,        45,        19,        45
       -18,       -21,       -19,        -7,       -18
        31,        28,        32,        13,        31
       -40,       -37,       -40,       -17,       -40
